(-1, 0)
(-1, 1)
(-2, 1)
(-2, 2)
(-1, 2)
(-1, 3)
(0, 3)
(0, 4)
(-1, 4)
(-1, 5)
(-2, 5)
(-2, 6)
(-3, 6)
(-3, 5)
(-2, 5)
(-2, 6)
(-1, 6)
(-1, 5)
(0, 5)
(0, 4)
(1, 4)
(1, 3)
(2, 3)
(2, 4)
(1, 4)
(1, 3)
(2, 3)
(2, 4)
(3, 4)
(3, 5)
(2, 5)
(2, 6)
(1, 6)
(1, 5)
(2, 5)
(2, 6)
(1, 6)
(1, 5)
(2, 5)
(2, 6)
(1, 6)
(1, 5)
(2, 5)
(2, 6)
(3, 6)
(3, 5)
(2, 5)
(2, 4)
(1, 4)
(1, 5)
(0, 5)
(0, 6)
(1, 6)
(1, 7)
(0, 7)
(0, 8)
(-1, 8)
(-1, 9)
(-2, 9)
(-2, 8)
(-1, 8)
(-1, 7)
(0, 7)
(0, 8)
(-1, 8)
(-1, 9)
(-2, 9)
(-2, 10)
(-1, 10)
(-1, 11)
(-2, 11)
(-2, 10)
(-3, 10)
(-3, 11)
(-2, 11)
(-2, 10)
(-3, 10)
(-3, 11)
(-4, 11)
(-4, 12)
(-5, 12)
(-5, 11)
(-4, 11)
(-4, 10)
(-5, 10)
(-5, 9)
(-6, 9)
(-6, 8)
(-7, 8)
(-7, 9)
(-8, 9)
(-8, 8)
(-7, 8)
(-7, 9)
(-8, 9)
(-8, 10)
(-7, 10)
(-7, 11)
(-8, 11)
(-8, 10)
(-7, 10)
(-7, 9)
(-8, 9)
(-8, 8)
(-9, 8)
(-9, 7)
(-10, 7)
(-10, 6)
(-9, 6)
(-9, 7)
(-10, 7)
(-10, 6)
(-9, 6)
(-9, 5)
(-10, 5)
(-10, 6)
(-11, 6)
(-11, 5)
(-10, 5)
(-10, 6)
(-9, 6)
(-9, 7)
(-8, 7)
(-8, 6)
(-9, 6)
(-9, 5)
(-10, 5)
(-10, 6)
(-11, 6)
(-11, 5)
(-10, 5)
(-10, 6)
(-9, 6)
(-9, 5)
(-8, 5)
(-8, 6)
(-7, 6)
(-7, 7)
(-8, 7)
(-8, 6)
(-7, 6)
(-7, 5)
(-6, 5)
(-6, 4)
(-5, 4)
(-5, 5)
(-6, 5)
(-6, 6)
(-5, 6)
(-5, 7)
(-4, 7)
(-4, 8)
(-3, 8)
(-3, 9)
(-4, 9)
(-4, 8)
(-3, 8)
(-3, 7)
(-2, 7)
(-2, 8)
(-3, 8)
(-3, 9)
(-4, 9)
(-4, 10)
(-3, 10)
(-3, 9)
(-2, 9)
(-2, 8)
(-3, 8)
(-3, 7)
(-4, 7)
(-4, 6)
(-5, 6)
(-5, 7)
(-6, 7)
(-6, 6)
(-5, 6)
(-5, 5)
(-4, 5)
(-4, 4)
(-5, 4)
(-5, 5)
(-6, 5)
(-6, 4)
(-7, 4)
(-7, 3)
(-6, 3)
(-6, 2)
(-5, 2)
(-5, 1)
(-4, 1)
(-4, 2)
(-3, 2)
(-3, 3)
(-4, 3)
(-4, 4)
(-5, 4)
(-5, 5)
(-6, 5)
(-6, 6)
(-5, 6)
(-5, 7)
(-4, 7)
(-4, 8)
(-5, 8)
(-5, 7)
(-4, 7)
(-4, 8)
(-3, 8)
(-3, 9)
(-2, 9)
(-2, 8)
(-1, 8)
(-1, 7)
(-2, 7)
(-2, 8)
(-1, 8)
(-1, 7)
(-2, 7)
(-2, 8)
(-3, 8)
(-3, 7)
(-2, 7)
(-2, 6)
(-1, 6)
(-1, 5)
(0, 5)
(0, 6)
(-1, 6)
(-1, 7)
(-2, 7)
(-2, 6)
(-3, 6)
(-3, 7)
(-4, 7)
(-4, 8)
(-3, 8)
(-3, 9)
(-4, 9)
(-4, 10)
(-5, 10)
(-5, 11)
(-4, 11)
(-4, 12)
(-3, 12)
(-3, 13)
(-4, 13)
(-4, 12)
(-3, 12)
(-3, 13)
(-2, 13)
(-2, 12)
(-3, 12)
(-3, 13)
(-4, 13)
(-4, 14)
(-3, 14)
(-3, 15)
(-4, 15)
(-4, 14)
(-5, 14)
(-5, 13)
(-4, 13)
(-4, 14)
(-5, 14)
(-5, 13)
(-4, 13)
(-4, 12)
(-5, 12)
(-5, 13)
(-4, 13)
(-4, 12)
(-3, 12)
(-3, 13)
(-2, 13)
(-2, 12)
(-1, 12)
(-1, 13)
(0, 13)
(0, 12)
(-1, 12)
(-1, 11)
(-2, 11)
(-2, 12)
(-1, 12)
(-1, 11)
(-2, 11)
(-2, 12)
(-1, 12)
(-1, 11)
(-2, 11)
(-2, 12)
(-1, 12)
(-1, 11)
(0, 11)
(0, 12)
(-1, 12)
(-1, 13)
(-2, 13)
(-2, 12)
(-3, 12)
(-3, 11)
(-2, 11)
(-2, 12)
(-1, 12)
(-1, 13)
(-2, 13)
(-2, 14)
(-3, 14)
(-3, 15)
(-2, 15)
(-2, 16)
(-3, 16)
(-3, 15)
(-4, 15)
(-4, 14)
(-5, 14)
(-5, 15)
(-4, 15)
(-4, 16)
(-3, 16)
(-3, 15)
(-4, 15)
(-4, 16)
(-3, 16)
(-3, 15)
(-4, 15)
(-4, 16)
(-5, 16)
(-5, 15)
(-4, 15)
(-4, 14)
(-3, 14)
(-3, 13)
(-4, 13)
(-4, 14)
(-3, 14)
(-3, 13)
(-4, 13)
(-4, 14)
(-5, 14)
(-5, 15)
(-6, 15)
(-6, 14)
(-5, 14)
(-5, 15)
(-4, 15)
(-4, 16)
(-3, 16)
(-3, 17)
(-2, 17)
(-2, 18)
(-1, 18)
(-1, 19)
(-2, 19)
(-2, 18)
(-1, 18)
(-1, 19)
(0, 19)
(0, 20)
(1, 20)
(1, 21)
(0, 21)
(0, 20)
(1, 20)
(1, 19)
(0, 19)
(0, 20)
(-1, 20)
(-1, 21)
(-2, 21)
(-2, 20)
(-1, 20)
(-1, 21)
(0, 21)
(0, 22)
(-1, 22)
(-1, 21)
(-2, 21)
(-2, 20)
(-3, 20)
(-3, 21)
(-4, 21)
(-4, 20)
(-5, 20)
(-5, 21)
(-4, 21)
(-4, 22)
(-3, 22)
(-3, 23)
(-2, 23)
(-2, 22)
(-1, 22)
(-1, 23)
(0, 23)
(0, 24)
(-1, 24)
(-1, 23)
(-2, 23)
(-2, 24)
(-1, 24)
(-1, 25)
(0, 25)
(0, 26)
(1, 26)
(1, 27)
(0, 27)
(0, 26)
(1, 26)
(1, 27)
(0, 27)
(0, 28)
(-1, 28)
(-1, 27)
(0, 27)
(0, 28)
(-1, 28)
(-1, 29)
(0, 29)
(0, 28)
(-1, 28)
(-1, 29)
(0, 29)
(0, 28)
(-1, 28)
(-1, 29)
(0, 29)
(0, 28)
(-1, 28)
(-1, 27)
(0, 27)
(0, 26)
(-1, 26)
(-1, 27)
(0, 27)
(0, 26)
(-1, 26)
(-1, 27)
(0, 27)
(0, 26)
(-1, 26)
(-1, 27)
(0, 27)
(0, 28)
(-1, 28)
(-1, 29)
(0, 29)
(0, 30)
(-1, 30)
(-1, 31)
(0, 31)
(0, 32)
(-1, 32)
(-1, 31)
(0, 31)
(0, 32)
(-1, 32)
(-1, 31)
(0, 31)
(0, 32)
(-1, 32)
(-1, 31)
(0, 31)
(0, 30)
(-1, 30)
(-1, 29)
(0, 29)
(0, 28)
(-1, 28)
(-1, 27)
(0, 27)
(0, 26)
(-1, 26)
(-1, 25)
(0, 25)
(0, 26)
(-1, 26)
(-1, 25)
(0, 25)
(0, 26)
(-1, 26)
(-1, 25)
(0, 25)
(0, 26)
(-1, 26)
(-1, 27)
(0, 27)
(0, 28)
(-1, 28)
(-1, 29)
(0, 29)
(0, 30)
(-1, 30)
(-1, 31)
(0, 31)
(0, 32)
(-1, 32)
(-1, 33)
(0, 33)
(0, 32)
(-1, 32)
(-1, 33)
(0, 33)
(0, 32)
(-1, 32)
(-1, 33)
(0, 33)
(0, 32)
(-1, 32)
(-1, 31)
(0, 31)
(0, 30)
(-1, 30)
(-1, 29)
(0, 29)
(0, 28)
(-1, 28)
(-1, 27)
(0, 27)
(0, 26)
(-1, 26)
(-1, 25)
(0, 25)
(0, 24)
(-1, 24)
(-1, 25)
(-2, 25)
(-2, 26)
(-3, 26)
(-3, 27)
(-2, 27)
(-2, 26)
(-3, 26)
(-3, 27)
(-2, 27)
(-2, 28)
(-1, 28)
(-1, 27)
(-2, 27)
(-2, 26)
(-1, 26)
(-1, 27)
(-2, 27)
(-2, 26)
(-1, 26)
(-1, 27)
(-2, 27)
(-2, 26)
(-3, 26)
(-3, 25)
(-2, 25)
(-2, 26)
(-1, 26)
(-1, 27)
(0, 27)
(0, 28)
(1, 28)
(1, 27)
(2, 27)
(2, 28)
(1, 28)
(1, 27)
(2, 27)
(2, 28)
(3, 28)
(3, 29)
(2, 29)
(2, 30)
(1, 30)
(1, 29)
(2, 29)
(2, 30)
(1, 30)
(1, 29)
(2, 29)
(2, 30)
(1, 30)
(1, 29)
(2, 29)
(2, 30)
(3, 30)
(3, 29)
(2, 29)
(2, 28)
(1, 28)
(1, 29)
(0, 29)
(0, 30)
(1, 30)
(1, 31)
(0, 31)
(0, 32)
(-1, 32)
(-1, 31)
(-2, 31)
(-2, 30)
(-1, 30)
(-1, 29)
(-2, 29)
(-2, 30)
(-1, 30)
(-1, 29)
(-2, 29)
(-2, 30)
(-3, 30)
(-3, 29)
(-2, 29)
(-2, 30)
(-3, 30)
(-3, 29)
(-4, 29)
(-4, 28)
(-5, 28)
(-5, 27)
(-6, 27)
(-6, 26)
(-5, 26)
(-5, 27)
(-6, 27)
(-6, 26)
(-5, 26)
(-5, 27)
(-4, 27)
(-4, 28)
(-5, 28)
(-5, 29)
(-4, 29)
(-4, 30)
(-3, 30)
(-3, 29)
(-4, 29)
(-4, 30)
(-3, 30)
(-3, 29)
(-4, 29)
(-4, 28)
(-3, 28)
(-3, 29)
(-2, 29)
(-2, 30)
(-1, 30)
(-1, 31)
(-2, 31)
(-2, 30)
(-1, 30)
(-1, 31)
(-2, 31)
(-2, 30)
(-1, 30)
(-1, 31)
(0, 31)
(0, 30)
(-1, 30)
(-1, 29)
(0, 29)
(0, 30)
(1, 30)
(1, 31)
(0, 31)
(0, 32)
(-1, 32)
(-1, 33)
(0, 33)
(0, 34)
(-1, 34)
(-1, 35)
(-2, 35)
(-2, 34)
(-1, 34)
(-1, 33)
(-2, 33)
(-2, 32)
(-1, 32)
(-1, 31)
(0, 31)
(0, 32)
(1, 32)
(1, 31)
(2, 31)
(2, 32)
(3, 32)
(3, 33)
(2, 33)
(2, 32)
(1, 32)
(1, 33)
(0, 33)
(0, 34)
(-1, 34)
(-1, 35)
(-2, 35)
(-2, 36)
(-1, 36)
(-1, 37)
(-2, 37)
(-2, 38)
(-1, 38)
(-1, 39)
(-2, 39)
(-2, 40)
(-3, 40)
(-3, 41)
(-2, 41)
(-2, 42)
(-3, 42)
(-3, 41)
(-2, 41)
(-2, 40)
(-3, 40)
(-3, 41)
(-2, 41)
(-2, 42)
(-3, 42)
(-3, 43)
(-2, 43)
(-2, 44)
(-3, 44)
(-3, 45)
(-2, 45)
(-2, 44)
(-3, 44)
(-3, 45)
(-2, 45)
(-2, 46)
(-3, 46)
(-3, 45)
(-2, 45)
(-2, 46)
(-3, 46)
(-3, 47)
(-2, 47)
(-2, 46)
(-3, 46)
(-3, 47)
(-2, 47)
(-2, 46)
(-3, 46)
(-3, 47)
(-2, 47)
(-2, 46)
(-3, 46)
(-3, 45)
(-2, 45)
(-2, 44)
(-3, 44)
(-3, 45)
(-2, 45)
(-2, 44)
(-3, 44)
(-3, 45)
(-2, 45)
(-2, 44)
(-3, 44)
(-3, 45)
(-2, 45)
(-2, 46)
(-3, 46)
(-3, 47)
(-2, 47)
(-2, 48)
(-3, 48)
(-3, 49)
(-2, 49)
(-2, 50)
(-3, 50)
(-3, 49)
(-2, 49)
(-2, 50)
(-3, 50)
(-3, 49)
(-2, 49)
(-2, 50)
(-3, 50)
(-3, 49)
(-2, 49)
(-2, 48)
(-3, 48)
(-3, 47)
(-2, 47)
(-2, 46)
(-3, 46)
(-3, 45)
(-2, 45)
(-2, 44)
(-3, 44)
(-3, 43)
(-2, 43)
(-2, 44)
(-3, 44)
(-3, 43)
(-2, 43)
(-2, 44)
(-3, 44)
(-3, 43)
(-2, 43)
(-2, 44)
(-3, 44)
(-3, 45)
(-2, 45)
(-2, 46)
(-3, 46)
(-3, 47)
(-2, 47)
(-2, 48)
(-3, 48)
(-3, 49)
(-2, 49)
(-2, 50)
(-3, 50)
(-3, 51)
(-2, 51)
(-2, 50)
(-3, 50)
(-3, 51)
(-2, 51)
(-2, 50)
(-3, 50)
(-3, 51)
(-2, 51)
(-2, 50)
(-3, 50)
(-3, 49)
(-2, 49)
(-2, 48)
(-3, 48)
(-3, 47)
(-2, 47)
(-2, 46)
(-3, 46)
(-3, 45)
(-2, 45)
(-2, 44)
(-3, 44)
(-3, 43)
(-2, 43)
(-2, 42)
(-3, 42)
(-3, 41)
(-2, 41)
(-2, 40)
(-3, 40)
(-3, 41)
(-2, 41)
(-2, 40)
(-3, 40)
(-3, 41)
(-2, 41)
(-2, 40)
(-3, 40)
(-3, 41)
(-2, 41)
(-2, 42)
(-3, 42)
(-3, 43)
(-2, 43)
(-2, 44)
(-3, 44)
(-3, 45)
(-2, 45)
(-2, 46)
(-3, 46)
(-3, 47)
(-2, 47)
(-2, 48)
(-3, 48)
(-3, 49)
(-2, 49)
(-2, 50)
(-3, 50)
(-3, 51)
(-2, 51)
(-2, 52)
(-3, 52)
(-3, 53)
(-2, 53)
(-2, 54)
(-3, 54)
(-3, 53)
(-2, 53)
(-2, 54)
(-3, 54)
(-3, 53)
(-2, 53)
(-2, 54)
(-3, 54)
(-3, 53)
(-2, 53)
(-2, 52)
(-3, 52)
(-3, 51)
(-2, 51)
(-2, 50)
(-3, 50)
(-3, 49)
(-2, 49)
(-2, 48)
(-3, 48)
(-3, 47)
(-2, 47)
(-2, 46)
(-3, 46)
(-3, 45)
(-2, 45)
(-2, 44)
(-3, 44)
(-3, 43)
(-2, 43)
(-2, 42)
(-3, 42)
(-3, 41)
(-2, 41)
(-2, 40)
(-3, 40)
(-3, 39)
(-2, 39)
(-2, 38)
(-1, 38)
(-1, 37)
(-2, 37)
(-2, 38)
(-1, 38)
(-1, 37)
(-2, 37)
(-2, 38)
(-1, 38)
(-1, 37)
(0, 37)
(0, 38)
(1, 38)
(1, 37)
(0, 37)
(0, 36)
(-1, 36)
(-1, 35)
(-2, 35)
(-2, 36)
(-1, 36)
(-1, 37)
(-2, 37)
(-2, 36)
(-3, 36)
(-3, 35)
(-4, 35)
(-4, 34)
(-5, 34)
(-5, 33)
(-4, 33)
(-4, 32)
(-3, 32)
(-3, 33)
(-2, 33)
(-2, 34)
(-1, 34)
(-1, 33)
(-2, 33)
(-2, 34)
(-3, 34)
(-3, 33)
(-2, 33)
(-2, 32)
(-3, 32)
(-3, 33)
(-4, 33)
(-4, 34)
(-5, 34)
(-5, 33)
(-6, 33)
(-6, 34)
(-7, 34)
(-7, 35)
(-6, 35)
(-6, 34)
(-7, 34)
(-7, 35)
(-8, 35)
(-8, 34)
(-9, 34)
(-9, 35)
(-10, 35)
(-10, 34)
(-9, 34)
(-9, 35)
(-8, 35)
(-8, 36)
(-9, 36)
(-9, 37)
(-10, 37)
(-10, 36)
(-9, 36)
(-9, 37)
(-8, 37)
(-8, 36)
(-9, 36)
(-9, 35)
(-10, 35)
(-10, 34)
(-11, 34)
(-11, 35)
(-12, 35)
(-12, 34)
(-13, 34)
(-13, 35)
(-14, 35)
(-14, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-17, 36)
(-17, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-17, 36)
(-17, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-23, 36)
(-23, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-23, 36)
(-23, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-23, 36)
(-23, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-26, 35)
(-26, 36)
(-25, 36)
(-25, 35)
(-26, 35)
(-26, 36)
(-25, 36)
(-25, 35)
(-26, 35)
(-26, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-23, 36)
(-23, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-17, 36)
(-17, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-17, 36)
(-17, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-23, 36)
(-23, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-26, 35)
(-26, 36)
(-27, 36)
(-27, 35)
(-28, 35)
(-28, 36)
(-29, 36)
(-29, 35)
(-28, 35)
(-28, 36)
(-29, 36)
(-29, 35)
(-28, 35)
(-28, 36)
(-29, 36)
(-29, 35)
(-28, 35)
(-28, 36)
(-27, 36)
(-27, 35)
(-26, 35)
(-26, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-23, 36)
(-23, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-17, 36)
(-17, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-14, 35)
(-14, 36)
(-15, 36)
(-15, 35)
(-14, 35)
(-14, 36)
(-15, 36)
(-15, 35)
(-14, 35)
(-14, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-17, 36)
(-17, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-23, 36)
(-23, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-26, 35)
(-26, 36)
(-27, 36)
(-27, 35)
(-28, 35)
(-28, 36)
(-29, 36)
(-29, 35)
(-30, 35)
(-30, 36)
(-29, 36)
(-29, 35)
(-30, 35)
(-30, 36)
(-29, 36)
(-29, 35)
(-30, 35)
(-30, 36)
(-29, 36)
(-29, 35)
(-28, 35)
(-28, 36)
(-27, 36)
(-27, 35)
(-26, 35)
(-26, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-23, 36)
(-23, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-17, 36)
(-17, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-14, 35)
(-14, 36)
(-13, 36)
(-13, 35)
(-12, 35)
(-12, 34)
(-13, 34)
(-13, 35)
(-14, 35)
(-14, 36)
(-15, 36)
(-15, 35)
(-14, 35)
(-14, 36)
(-15, 36)
(-15, 37)
(-16, 37)
(-16, 38)
(-15, 38)
(-15, 39)
(-14, 39)
(-14, 38)
(-13, 38)
(-13, 39)
(-14, 39)
(-14, 38)
(-13, 38)
(-13, 37)
(-14, 37)
(-14, 36)
(-13, 36)
(-13, 35)
(-14, 35)
(-14, 36)
(-13, 36)
(-13, 37)
(-12, 37)
(-12, 38)
(-11, 38)
(-11, 39)
(-12, 39)
(-12, 40)
(-11, 40)
(-11, 39)
(-12, 39)
(-12, 40)
(-11, 40)
(-11, 41)
(-10, 41)
(-10, 42)
(-11, 42)
(-11, 41)
(-10, 41)
(-10, 40)
(-11, 40)
(-11, 41)
(-10, 41)
(-10, 40)
(-11, 40)
(-11, 41)
(-10, 41)
(-10, 40)
(-11, 40)
(-11, 41)
(-10, 41)
(-10, 42)
(-11, 42)
(-11, 43)
(-10, 43)
(-10, 42)
(-11, 42)
(-11, 43)
(-10, 43)
(-10, 42)
(-11, 42)
(-11, 43)
(-10, 43)
(-10, 42)
(-11, 42)
(-11, 41)
(-10, 41)
(-10, 40)
(-11, 40)
(-11, 39)
(-10, 39)
(-10, 38)
(-11, 38)
(-11, 37)
(-12, 37)
(-12, 36)
(-13, 36)
(-13, 37)
(-14, 37)
(-14, 38)
(-15, 38)
(-15, 37)
(-16, 37)
(-16, 38)
(-17, 38)
(-17, 39)
(-16, 39)
(-16, 40)
(-15, 40)
(-15, 41)
(-14, 41)
(-14, 42)
(-13, 42)
(-13, 41)
(-14, 41)
(-14, 42)
(-13, 42)
(-13, 41)
(-14, 41)
(-14, 42)
(-15, 42)
(-15, 41)
(-14, 41)
(-14, 40)
(-15, 40)
(-15, 39)
(-14, 39)
(-14, 40)
(-13, 40)
(-13, 41)
(-14, 41)
(-14, 40)
(-13, 40)
(-13, 39)
(-12, 39)
(-12, 38)
(-13, 38)
(-13, 37)
(-12, 37)
(-12, 38)
(-13, 38)
(-13, 37)
(-14, 37)
