(-14, 36)
(-15, 36)
(-15, 35)
(-14, 35)
(-14, 36)
(-15, 36)
(-15, 37)
(-14, 37)
(-14, 38)
(-15, 38)
(-15, 39)
(-16, 39)
(-16, 40)
(-15, 40)
(-15, 41)
(-16, 41)
(-16, 40)
(-17, 40)
(-17, 39)
(-18, 39)
(-18, 38)
(-17, 38)
(-17, 39)
(-18, 39)
(-18, 40)
(-17, 40)
(-17, 41)
(-16, 41)
(-16, 42)
(-15, 42)
(-15, 41)
(-16, 41)
(-16, 42)
(-15, 42)
(-15, 41)
(-16, 41)
(-16, 40)
(-15, 40)
(-15, 39)
(-14, 39)
(-14, 38)
(-13, 38)
(-13, 37)
(-12, 37)
(-12, 38)
(-11, 38)
(-11, 37)
(-12, 37)
(-12, 36)
(-13, 36)
(-13, 35)
(-14, 35)
(-14, 34)
(-15, 34)
(-15, 35)
(-14, 35)
(-14, 34)
(-13, 34)
(-13, 35)
(-14, 35)
(-14, 34)
(-15, 34)
(-15, 33)
(-14, 33)
(-14, 34)
(-15, 34)
(-15, 35)
(-16, 35)
(-16, 34)
(-15, 34)
(-15, 33)
(-14, 33)
(-14, 32)
(-13, 32)
(-13, 33)
(-14, 33)
(-14, 34)
(-15, 34)
(-15, 35)
(-16, 35)
(-16, 34)
(-15, 34)
(-15, 35)
(-16, 35)
(-16, 36)
(-17, 36)
(-17, 35)
(-18, 35)
(-18, 36)
(-17, 36)
(-17, 35)
(-18, 35)
(-18, 36)
(-17, 36)
(-17, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-23, 36)
(-23, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-26, 35)
(-26, 36)
(-27, 36)
(-27, 35)
(-28, 35)
(-28, 36)
(-29, 36)
(-29, 35)
(-30, 35)
(-30, 36)
(-31, 36)
(-31, 35)
(-32, 35)
(-32, 36)
(-33, 36)
(-33, 35)
(-32, 35)
(-32, 36)
(-33, 36)
(-33, 35)
(-32, 35)
(-32, 36)
(-33, 36)
(-33, 35)
(-32, 35)
(-32, 36)
(-31, 36)
(-31, 35)
(-30, 35)
(-30, 36)
(-29, 36)
(-29, 35)
(-28, 35)
(-28, 36)
(-27, 36)
(-27, 35)
(-26, 35)
(-26, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-23, 36)
(-23, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-17, 36)
(-17, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-16, 35)
(-16, 36)
(-17, 36)
(-17, 35)
(-18, 35)
(-18, 36)
(-19, 36)
(-19, 35)
(-20, 35)
(-20, 36)
(-21, 36)
(-21, 35)
(-22, 35)
(-22, 36)
(-23, 36)
(-23, 35)
(-24, 35)
(-24, 36)
(-25, 36)
(-25, 35)
(-26, 35)
(-26, 36)
(-27, 36)
(-27, 35)
(-28, 35)
(-28, 36)
(-29, 36)
(-29, 35)
(-30, 35)
(-30, 36)
(-31, 36)
(-31, 35)
(-32, 35)
(-32, 36)
(-33, 36)
(-33, 35)
(-34, 35)
(-34, 36)
(-33, 36)
(-33, 35)
(-34, 35)
(-34, 36)
(-33, 36)
(-33, 35)
(-34, 35)
(-34, 36)
(-33, 36)
(-33, 35)
(-32, 35)
(-32, 36)
(-31, 36)
(-31, 35)
(-30, 35)
(-30, 36)
(-29, 36)
(-29, 35)
(-28, 35)
(-28, 36)
(-27, 36)
(-27, 35)
(-26, 35)
(-26, 36)
(-25, 36)
(-25, 35)
(-24, 35)
(-24, 36)
(-23, 36)
(-23, 35)
(-22, 35)
(-22, 36)
(-21, 36)
(-21, 35)
(-20, 35)
(-20, 36)
(-19, 36)
(-19, 35)
(-18, 35)
(-18, 36)
(-17, 36)
(-17, 35)
(-16, 35)
(-16, 36)
(-15, 36)
(-15, 35)
(-14, 35)
(-14, 36)
(-13, 36)
(-13, 37)
(-12, 37)
(-12, 38)
(-11, 38)
(-11, 39)
(-12, 39)
(-12, 38)
(-11, 38)
(-11, 39)
(-12, 39)
(-12, 40)
(-11, 40)
(-11, 41)
(-10, 41)
(-10, 42)
(-9, 42)
(-9, 43)
(-8, 43)
(-8, 42)
(-7, 42)
(-7, 43)
(-8, 43)
(-8, 42)
(-9, 42)
(-9, 43)
(-8, 43)
(-8, 44)
(-9, 44)
(-9, 43)
(-8, 43)
(-8, 44)
(-7, 44)
(-7, 43)
(-8, 43)
(-8, 42)
(-9, 42)
(-9, 43)
(-10, 43)
(-10, 44)
(-9, 44)
(-9, 45)
(-10, 45)
(-10, 46)
(-11, 46)
(-11, 47)
(-12, 47)
(-12, 46)
(-11, 46)
(-11, 45)
(-10, 45)
(-10, 46)
(-11, 46)
(-11, 47)
(-12, 47)
(-12, 48)
(-11, 48)
(-11, 49)
(-12, 49)
(-12, 48)
(-13, 48)
(-13, 49)
(-12, 49)
(-12, 48)
(-13, 48)
(-13, 49)
(-14, 49)
(-14, 50)
(-15, 50)
(-15, 49)
(-14, 49)
(-14, 48)
(-15, 48)
(-15, 47)
